"","Inc","Capital","Hours","Age","Industry","Education","Marital","Occupation"
"26815","<=$50K",0,20,66,"Private","High School","Married","Agricultural"
"26816","<=$50K",0,32,25,"Other","High School","Married","Management"
"26817",">$50K",0,39,56,"Private","Bach","Never Married","Management"
"26818","<=$50K",0,66,19,"Private","High School","Married","Admin"
"26819",">$50K",0,41,49,"Private","High School","Never Married","Trades"
"26820","<=$50K",0,31,21,"Self-Emp","Min","Divorced","Management"
"26821",">$50K",0,55,65,"Private","Bach","Married","Management"
"26822",">$50K",0,45,36,"Private","Bach","Married","Management"
"26823",">$50K",0,52,44,"Private","Bach","Divorced","Specialist"
"26824",">$50K",991,26,63,"Private","High School","Never Married","Specialist"
"26825",">$50K",2736,40,69,"Private","Bach","Never Married","Agricultural"
"26826",">$50K",0,56,61,"Govt","High School","Married","Agricultural"
"26827",">$50K",0,39,49,"Govt","High School","Divorced","Admin"
"26828",">$50K",0,33,38,"Govt","Master","Married","Specialist"
"26829",">$50K",0,41,35,"Private","High School","Never Married","Admin"
"26830",">$50K",0,54,37,"Private","Bach","Widowed","Management"
"26831","<=$50K",0,43,21,"Private","Bach","Married","Admin"
"26832",">$50K",0,45,50,"Private","Bach","Divorced","Specialist"
"26833","<=$50K",0,32,26,"Private","Bach","Married","Admin"
"26834",">$50K",0,32,58,"Govt","High School","Married","Agricultural"
"26835","<=$50K",0,21,19,"Private","Master","Married","Admin"
"26836",">$50K",0,67,41,"Private","High School","Married","Management"
"26837",">$50K",0,43,68,"Private","Bach","Divorced","Management"
"26838",">$50K",0,52,33,"Private","Bach","Divorced","Management"
"26839",">$50K",0,53,35,"Private","High School","Never Married","Specialist"
"26840","<=$50K",0,32,37,"Private","Bach","Divorced","Management"
"26841",">$50K",0,77,23,"Govt","Min","Married","Specialist"
"26842",">$50K",2289,34,51,"Private","Bach","Never Married","Admin"
"26843","<=$50K",0,2,84,"Private","Bach","Never Married","Management"
"26844","<=$50K",0,27,69,"Private","Master","Married","Specialist"
"26845","<=$50K",0,25,34,"Private","Bach","Never Married","Admin"
"26846",">$50K",0,53,65,"Private","High School","Never Married","Management"
"26847","<=$50K",0,20,29,"Private","Master","Married","Specialist"
"26848",">$50K",0,36,41,"Private","Bach","Married","Management"
"26849",">$50K",0,37,51,"Govt","High School","Married","Admin"
"26850","<=$50K",0,28,70,"Private","High School","Married","Agricultural"
"26851","<=$50K",0,34,20,"Govt","Min","Married","Trades"
"26852","<=$50K",0,5,81,"Private","Min","Married","Agricultural"
"26853","<=$50K",0,23,19,"Private","Min","Never Married","Management"
"26854",">$50K",0,45,30,"Govt","Bach","Never Married","Management"
"26855","<=$50K",0,24,71,"Govt","High School","Never Married","Agricultural"
"26856","<=$50K",0,18,76,"Private","Bach","Married","Admin"
"26857","<=$50K",0,39,29,"Private","High School","Divorced","Agricultural"
"26858",">$50K",0,44,50,"Private","Bach","Married","Trades"
"26859",">$50K",0,26,60,"Private","Bach","Married","Agricultural"
"26860","<=$50K",0,31,22,"Private","Master","Never Married","Admin"
"26861",">$50K",0,35,47,"Private","High School","Married","Specialist"
"26862","<=$50K",2476,24,36,"Govt","High School","Married","Management"
"26863","<=$50K",0,6,81,"Private","Bach","Widowed","Admin"
"26864",">$50K",0,29,52,"Private","Bach","Never Married","Management"
"26865","<=$50K",2022,11,77,"Private","High School","Married","Trades"
"26866",">$50K",0,45,53,"Private","Bach","Married","Management"
"26867",">$50K",0,45,38,"Govt","Min","Divorced","Trades"
"26868",">$50K",0,67,41,"Private","Master","Never Married","Trades"
"26869",">$50K",0,68,32,"Private","Bach","Married","Trades"
"26870","<=$50K",0,17,76,"Govt","Bach","Widowed","Admin"
"26871",">$50K",0,48,54,"Private","Bach","Married","Management"
"26872","<=$50K",0,30,23,"Private","Min","Never Married","Trades"
"26873",">$50K",0,51,34,"Private","Bach","Married","Management"
"26874","<=$50K",1209,13,71,"Private","Bach","Married","Management"
"26875",">$50K",0,37,56,"Private","High School","Married","Trades"
"26876",">$50K",0,54,52,"Private","High School","Married","Trades"
"26877","<=$50K",0,3,84,"Govt","Bach","Never Married","Management"
"26878","<=$50K",0,11,77,"Govt","Min","Divorced","Agricultural"
"26879",">$50K",0,48,39,"Private","Bach","Never Married","Admin"
"26880",">$50K",0,44,64,"Govt","Master","Married","Admin"
"26881",">$50K",0,50,57,"Private","Bach","Married","Management"
"26882","<=$50K",0,25,35,"Self-Emp","High School","Divorced","Agricultural"
"26883","<=$50K",0,25,76,"Private","Master","Never Married","Trades"
"26884","<=$50K",0,49,23,"Private","Master","Divorced","Admin"
"26885",">$50K",0,53,25,"Private","Bach","Married","Agricultural"
"26886",">$50K",2955,51,60,"Private","Min","Married","Specialist"
"26887","<=$50K",0,21,42,"Private","High School","Married","Trades"
"26888",">$50K",0,40,36,"Private","Min","Married","Admin"
"26889","<=$50K",0,11,75,"Other","High School","Married","Specialist"
"26890","<=$50K",0,10,78,"Private","Bach","Never Married","Specialist"
"26891",">$50K",0,66,30,"Private","Bach","Never Married","Management"
"26892",">$50K",0,36,64,"Private","High School","Married","Admin"
"26893",">$50K",0,69,43,"Private","Bach","Never Married","Management"
"26894",">$50K",0,39,63,"Other","Min","Never Married","Trades"
"26895","<=$50K",0,6,82,"Self-Emp","Master","Married","Trades"
"26896",">$50K",0,51,53,"Private","High School","Married","Management"
"26897",">$50K",0,42,35,"Self-Emp","Bach","Never Married","Trades"
"26898",">$50K",0,35,55,"Private","Bach","Married","Agricultural"
"26899","<=$50K",0,4,81,"Self-Emp","Master","Married","Specialist"
"26900",">$50K",0,32,50,"Private","High School","Married","Admin"
"26901","<=$50K",0,18,52,"Private","Min","Married","Trades"
"26902",">$50K",0,29,62,"Private","High School","Married","Admin"
"26903","<=$50K",0,13,76,"Private","Min","Married","Trades"
"26904","<=$50K",310,39,20,"Self-Emp","Master","Never Married","Management"
"26905",">$50K",0,44,46,"Govt","Bach","Never Married","Admin"
"26906","<=$50K",0,32,30,"Private","Bach","Never Married","Admin"
"26907",">$50K",0,51,46,"Private","Bach","Never Married","Agricultural"
"26908",">$50K",0,74,46,"Private","Min","Widowed","Management"
"26909","<=$50K",1336,17,69,"Private","Bach","Married","Agricultural"
"26910",">$50K",0,42,38,"Private","Min","Divorced","Management"
"26911",">$50K",0,33,53,"Private","Bach","Never Married","Specialist"
"26912",">$50K",0,33,58,"Private","High School","Never Married","Admin"
"26913",">$50K",0,33,65,"Private","Bach","Divorced","Specialist"
"26914",">$50K",0,41,48,"Private","Min","Never Married","Admin"
"26915","<=$50K",0,51,21,"Private","High School","Married","Trades"
"26916","<=$50K",0,25,26,"Govt","Master","Married","Specialist"
"26917",">$50K",0,54,60,"Private","Min","Married","Admin"
"26918","<=$50K",0,12,73,"Private","Bach","Divorced","Agricultural"
"26919",">$50K",0,33,37,"Private","High School","Never Married","Trades"
"26920","<=$50K",0,17,74,"Self-Emp","Bach","Married","Trades"
"26921",">$50K",0,36,63,"Private","High School","Married","Trades"
"26922","<=$50K",0,30,39,"Private","Master","Never Married","Trades"
"26923","<=$50K",3269,6,78,"Govt","Master","Never Married","Trades"
"26924",">$50K",0,67,37,"Private","Bach","Never Married","Agricultural"
"26925","<=$50K",1793,22,77,"Self-Emp","High School","Never Married","Specialist"
"26926",">$50K",0,36,53,"Private","Master","Never Married","Trades"
"26927","<=$50K",552,36,26,"Private","Master","Married","Trades"
"26928","<=$50K",0,40,29,"Private","Bach","Married","Admin"
"26929",">$50K",0,38,51,"Private","Bach","Never Married","Trades"
"26930",">$50K",0,35,68,"Private","Bach","Never Married","Agricultural"
"26931",">$50K",0,43,47,"Private","Min","Never Married","Trades"
"26932",">$50K",0,54,50,"Private","Bach","Married","Trades"
"26933",">$50K",0,42,35,"Private","High School","Widowed","Admin"
"26934","<=$50K",0,2,84,"Private","Bach","Never Married","Agricultural"
"26935",">$50K",0,50,46,"Private","High School","Married","Specialist"
"26936","<=$50K",0,31,18,"Private","Bach","Married","Trades"
"26937",">$50K",0,51,57,"Private","Min","Never Married","Agricultural"
"26938","<=$50K",0,41,22,"Private","High School","Married","Agricultural"
"26939",">$50K",0,50,34,"Govt","High School","Married","Management"
"26940","<=$50K",0,19,73,"Self-Emp","Bach","Widowed","Agricultural"
"26941","<=$50K",0,31,38,"Govt","High School","Married","Trades"
"26942","<=$50K",0,38,28,"Private","Min","Married","Agricultural"
"26943","<=$50K",0,56,19,"Govt","High School","Divorced","Trades"
"26944",">$50K",0,48,52,"Private","High School","Divorced","Management"
"26945",">$50K",2169,39,49,"Private","Min","Never Married","Admin"
"26946","<=$50K",0,36,29,"Govt","Bach","Married","Trades"
"26947","<=$50K",0,30,22,"Govt","Min","Married","Specialist"
"26948",">$50K",0,42,46,"Private","High School","Married","Agricultural"
"26949","<=$50K",0,32,32,"Private","Bach","Never Married","Admin"
"26950",">$50K",0,50,65,"Private","Bach","Married","Admin"
"26951",">$50K",0,43,58,"Private","Bach","Married","Agricultural"
"26952","<=$50K",0,28,36,"Private","Min","Married","Management"
"26953","<=$50K",0,34,34,"Private","High School","Married","Specialist"
"26954",">$50K",0,33,56,"Private","Bach","Never Married","Agricultural"
"26955","<=$50K",0,20,69,"Private","Bach","Never Married","Trades"
"26956","<=$50K",0,6,78,"Govt","Bach","Married","Agricultural"
"26957",">$50K",0,41,69,"Private","Bach","Married","Specialist"
"26958","<=$50K",0,40,27,"Private","Min","Never Married","Agricultural"
"26959","<=$50K",0,21,68,"Private","High School","Married","Agricultural"
"26960","<=$50K",0,13,77,"Private","Bach","Divorced","Trades"
"26961","<=$50K",2354,39,24,"Private","Bach","Never Married","Management"
"26962",">$50K",2507,24,62,"Private","High School","Married","Agricultural"
"26963","<=$50K",0,32,33,"Self-Emp","High School","Widowed","Specialist"
"26964",">$50K",0,36,61,"Private","High School","Divorced","Management"
"26965",">$50K",0,48,63,"Private","Min","Divorced","Specialist"
"26966","<=$50K",0,15,76,"Private","Min","Married","Specialist"
"26967",">$50K",0,32,55,"Other","Min","Married","Admin"
"26968",">$50K",0,30,45,"Govt","High School","Divorced","Specialist"
"26969",">$50K",0,46,66,"Private","Master","Married","Management"
"26970","<=$50K",2597,1,84,"Private","High School","Divorced","Agricultural"
"26971","<=$50K",0,5,81,"Self-Emp","Bach","Married","Trades"
"26972","<=$50K",0,1,84,"Private","Min","Married","Agricultural"
"26973","<=$50K",0,6,81,"Private","Min","Divorced","Specialist"
"26974","<=$50K",0,21,69,"Govt","Master","Married","Management"
"26975",">$50K",0,57,61,"Govt","Bach","Married","Trades"
"26976","<=$50K",0,49,23,"Govt","High School","Married","Management"
"26977","<=$50K",0,5,81,"Private","Bach","Divorced","Admin"
"26978",">$50K",0,25,52,"Private","Min","Married","Specialist"
"26979",">$50K",3942,44,32,"Private","Bach","Married","Specialist"
"26980",">$50K",0,55,24,"Private","Min","Married","Admin"
"26981","<=$50K",0,54,21,"Private","Min","Never Married","Trades"
"26982",">$50K",0,37,36,"Other","High School","Never Married","Agricultural"
"26983","<=$50K",0,5,81,"Private","High School","Married","Agricultural"
"26984","<=$50K",0,16,52,"Private","Bach","Married","Management"
"26985","<=$50K",0,23,37,"Private","Bach","Never Married","Agricultural"
"26986","<=$50K",0,44,22,"Private","High School","Never Married","Agricultural"
"26987","<=$50K",0,15,28,"Private","Min","Married","Trades"
"26988",">$50K",0,38,42,"Private","Min","Divorced","Management"
"26989","<=$50K",0,27,19,"Private","Min","Never Married","Agricultural"
"26990","<=$50K",0,5,79,"Private","Min","Divorced","Agricultural"
"26991","<=$50K",1619,18,77,"Private","Min","Married","Admin"
"26992",">$50K",0,28,51,"Private","High School","Never Married","Specialist"
"26993","<=$50K",0,19,60,"Private","Bach","Married","Trades"
"26994","<=$50K",0,6,80,"Private","High School","Married","Trades"
"26995",">$50K",0,29,43,"Private","Bach","Married","Admin"
"26996",">$50K",0,39,48,"Private","Min","Never Married","Agricultural"
"26997","<=$50K",0,2,83,"Govt","High School","Married","Trades"
"26998","<=$50K",0,11,76,"Self-Emp","Bach","Never Married","Admin"
"26999","<=$50K",0,24,65,"Self-Emp","Bach","Married","Admin"
"27000",">$50K",0,46,34,"Govt","High School","Never Married","Specialist"
"27001",">$50K",0,41,57,"Private","High School","Never Married","Specialist"
"27002",">$50K",0,26,56,"Private","High School","Divorced","Admin"
"27003","<=$50K",0,20,31,"Self-Emp","High School","Never Married","Trades"
"27004","<=$50K",0,28,33,"Private","Bach","Married","Specialist"
"27005","<=$50K",0,52,23,"Govt","Bach","Never Married","Trades"
"27006","<=$50K",0,26,39,"Govt","Bach","Never Married","Management"
"27007","<=$50K",0,31,28,"Self-Emp","Min","Never Married","Trades"
"27008",">$50K",0,64,52,"Private","Bach","Divorced","Admin"
"27009","<=$50K",0,19,70,"Private","Min","Married","Agricultural"
"27010",">$50K",0,45,63,"Private","Bach","Never Married","Trades"
"27011","<=$50K",0,15,70,"Private","Bach","Married","Specialist"
"27012",">$50K",0,37,64,"Private","Min","Married","Admin"
"27013",">$50K",766,46,34,"Private","High School","Married","Trades"
"27014",">$50K",0,41,66,"Private","Min","Divorced","Admin"
"27015","<=$50K",0,14,76,"Private","Bach","Married","Management"
"27016",">$50K",3694,35,59,"Private","Master","Married","Admin"
"27017",">$50K",0,51,28,"Private","Bach","Married","Management"
"27018",">$50K",0,48,63,"Govt","High School","Never Married","Trades"
"27019",">$50K",0,69,43,"Govt","Bach","Never Married","Specialist"
"27020",">$50K",0,47,55,"Private","High School","Divorced","Specialist"
"27021",">$50K",0,45,29,"Private","Bach","Married","Specialist"
"27022","<=$50K",0,9,76,"Private","High School","Never Married","Management"
"27023","<=$50K",0,29,32,"Private","Min","Never Married","Specialist"
"27024",">$50K",0,70,31,"Private","Master","Married","Admin"
"27025",">$50K",0,32,38,"Private","High School","Divorced","Trades"
"27026",">$50K",0,46,45,"Private","High School","Married","Trades"
"27027",">$50K",0,33,60,"Private","Bach","Never Married","Agricultural"
"27028",">$50K",0,30,41,"Private","Min","Married","Management"
"27029",">$50K",0,43,37,"Private","High School","Married","Management"
"27030","<=$50K",0,21,38,"Private","High School","Never Married","Trades"
"27031","<=$50K",1113,12,76,"Private","Bach","Married","Agricultural"
"27032","<=$50K",0,4,83,"Govt","Min","Never Married","Admin"
"27033","<=$50K",0,21,67,"Private","Min","Never Married","Trades"
"27034",">$50K",0,56,54,"Private","Min","Never Married","Management"
"27035","<=$50K",0,37,30,"Private","Bach","Widowed","Specialist"
"27036",">$50K",0,58,65,"Private","Bach","Married","Specialist"
"27037","<=$50K",2796,5,82,"Self-Emp","Bach","Married","Admin"
"27038","<=$50K",0,24,74,"Govt","High School","Widowed","Management"
"27039",">$50K",0,63,37,"Private","Min","Divorced","Specialist"
"27040",">$50K",0,46,42,"Private","Master","Never Married","Management"
"27041","<=$50K",0,20,66,"Private","Min","Married","Specialist"
"27042","<=$50K",0,4,82,"Private","High School","Divorced","Admin"
"27043","<=$50K",0,7,79,"Private","Min","Married","Agricultural"
"27044","<=$50K",2036,20,77,"Self-Emp","Bach","Married","Trades"
"27045",">$50K",1583,42,63,"Govt","Master","Married","Specialist"
"27046","<=$50K",2397,7,80,"Self-Emp","Bach","Never Married","Trades"
"27047",">$50K",2991,45,43,"Private","Master","Married","Management"
"27048","<=$50K",0,55,20,"Private","Bach","Married","Specialist"
"27049",">$50K",4957,33,46,"Private","High School","Never Married","Trades"
"27050","<=$50K",0,4,81,"Private","Bach","Married","Agricultural"
"27051","<=$50K",0,45,22,"Self-Emp","Bach","Married","Specialist"
"27052","<=$50K",0,3,83,"Private","Master","Married","Trades"
"27053",">$50K",0,36,60,"Private","High School","Married","Management"
"27054",">$50K",2490,47,41,"Private","Bach","Married","Agricultural"
"27055",">$50K",0,38,54,"Private","High School","Divorced","Admin"
"27056",">$50K",0,31,56,"Private","Bach","Divorced","Trades"
"27057","<=$50K",3130,1,84,"Private","Min","Never Married","Specialist"
"27058","<=$50K",0,46,24,"Govt","Min","Divorced","Agricultural"
"27059",">$50K",0,38,46,"Private","Bach","Married","Agricultural"
"27060","<=$50K",0,22,75,"Self-Emp","High School","Never Married","Admin"
"27061","<=$50K",0,33,27,"Private","Min","Never Married","Trades"
"27062",">$50K",0,37,40,"Private","Bach","Married","Management"
"27063",">$50K",0,36,62,"Private","High School","Never Married","Agricultural"
"27064",">$50K",0,29,47,"Private","Min","Married","Trades"
"27065",">$50K",0,49,44,"Private","Min","Married","Management"
"27066",">$50K",0,61,35,"Private","Bach","Married","Trades"
"27067",">$50K",0,74,26,"Private","Bach","Never Married","Agricultural"
"27068",">$50K",0,42,46,"Govt","High School","Never Married","Management"
"27069",">$50K",2537,64,44,"Private","High School","Married","Specialist"
"27070",">$50K",1505,43,64,"Private","Min","Married","Specialist"
"27071",">$50K",0,36,52,"Private","Bach","Divorced","Admin"
"27072","<=$50K",0,44,23,"Private","Master","Divorced","Management"
"27073","<=$50K",0,9,72,"Private","High School","Married","Management"
"27074","<=$50K",0,45,27,"Self-Emp","Bach","Married","Specialist"
"27075",">$50K",0,33,60,"Private","High School","Never Married","Admin"
"27076",">$50K",0,43,30,"Private","Min","Married","Management"
"27077","<=$50K",0,23,38,"Private","Bach","Divorced","Admin"
"27078","<=$50K",0,18,73,"Private","Bach","Married","Agricultural"
"27079",">$50K",0,37,38,"Private","Bach","Married","Management"
"27080",">$50K",0,45,52,"Private","High School","Married","Management"
"27081",">$50K",0,51,44,"Private","Bach","Married","Trades"
"27082",">$50K",0,54,25,"Private","High School","Married","Management"
"27083",">$50K",0,46,45,"Govt","Bach","Never Married","Trades"
"27084",">$50K",0,29,46,"Private","High School","Married","Management"
"27085","<=$50K",0,26,66,"Private","Bach","Married","Trades"
"27086",">$50K",0,38,62,"Private","Bach","Married","Specialist"
"27087",">$50K",2050,35,50,"Private","High School","Never Married","Trades"
"27088",">$50K",1900,41,39,"Private","High School","Divorced","Trades"
"27089",">$50K",0,43,41,"Private","High School","Married","Admin"
"27090",">$50K",0,32,67,"Self-Emp","Bach","Divorced","Management"
"27091",">$50K",0,40,42,"Private","Min","Married","Specialist"
"27092","<=$50K",2448,17,63,"Private","Min","Never Married","Specialist"
"27093","<=$50K",0,50,25,"Private","Bach","Married","Management"
"27094",">$50K",1232,34,61,"Private","Bach","Divorced","Trades"
"27095","<=$50K",2245,25,37,"Private","High School","Never Married","Management"
"27096","<=$50K",0,9,80,"Other","Min","Divorced","Admin"
"27097","<=$50K",0,23,70,"Private","High School","Never Married","Trades"
"27098",">$50K",0,56,60,"Private","Bach","Married","Specialist"
"27099",">$50K",0,45,43,"Private","Min","Married","Agricultural"
"27100",">$50K",0,62,40,"Private","Master","Never Married","Agricultural"
"27101",">$50K",0,28,56,"Govt","High School","Divorced","Specialist"
"27102",">$50K",2132,-1,53,"Private","Min","Married","Admin"
"27103","<=$50K",0,42,20,"Private","High School","Married","Agricultural"
"27104",">$50K",0,54,57,"Private","Bach","Never Married","Specialist"
"27105",">$50K",2616,42,62,"Private","High School","Married","Admin"
"27106","<=$50K",5507,1,84,"Private","High School","Divorced","Specialist"
"27107","<=$50K",0,25,72,"Private","High School","Married","Agricultural"
"27108",">$50K",0,32,47,"Govt","High School","Married","Management"
"27109","<=$50K",0,8,81,"Govt","Master","Married","Admin"
"27110",">$50K",0,37,36,"Private","High School","Never Married","Management"
"27111","<=$50K",0,13,78,"Self-Emp","Min","Married","Trades"
"27112","<=$50K",0,40,19,"Govt","Bach","Divorced","Agricultural"
"27113","<=$50K",0,16,68,"Govt","High School","Divorced","Trades"
"27114","<=$50K",0,39,29,"Private","Bach","Married","Specialist"
"27115",">$50K",0,60,45,"Private","Bach","Married","Specialist"
"27116",">$50K",0,36,38,"Private","High School","Never Married","Admin"
"27117",">$50K",0,29,52,"Private","Bach","Never Married","Admin"
"27118","<=$50K",0,14,77,"Private","High School","Never Married","Admin"
"27119",">$50K",0,54,52,"Govt","High School","Married","Specialist"
"27120","<=$50K",948,14,24,"Private","Bach","Never Married","Trades"
"27121",">$50K",0,34,65,"Private","High School","Widowed","Specialist"
"27122",">$50K",0,26,55,"Private","High School","Divorced","Management"
"27123","<=$50K",0,27,67,"Private","Bach","Divorced","Management"
"27124",">$50K",0,47,53,"Govt","Min","Never Married","Management"
"27125",">$50K",0,51,51,"Private","Min","Married","Management"
"27126","<=$50K",0,29,28,"Private","High School","Never Married","Management"
"27127","<=$50K",0,27,39,"Private","High School","Divorced","Admin"
"27128",">$50K",0,44,61,"Private","Master","Married","Admin"
"27129",">$50K",0,35,47,"Govt","Min","Married","Admin"
"27130",">$50K",0,52,54,"Govt","High School","Married","Trades"
"27131","<=$50K",0,27,31,"Private","Min","Married","Specialist"
"27132","<=$50K",0,34,27,"Private","High School","Never Married","Management"
"27133",">$50K",0,35,37,"Private","Bach","Divorced","Trades"
"27134",">$50K",0,46,62,"Govt","High School","Married","Management"
"27135",">$50K",0,33,56,"Private","High School","Never Married","Trades"
"27136","<=$50K",0,24,24,"Private","Bach","Widowed","Trades"
"27137","<=$50K",0,24,19,"Private","Min","Married","Trades"
"27138","<=$50K",0,29,23,"Private","Bach","Married","Agricultural"
"27139",">$50K",0,29,64,"Private","Bach","Married","Management"
"27140","<=$50K",0,29,40,"Private","Bach","Divorced","Management"
"27141",">$50K",0,59,52,"Private","High School","Married","Specialist"
"27142",">$50K",0,36,64,"Govt","Bach","Married","Admin"
"27143",">$50K",0,60,42,"Private","High School","Never Married","Admin"
"27144",">$50K",0,32,69,"Govt","High School","Married","Trades"
"27145","<=$50K",0,19,68,"Private","Bach","Married","Agricultural"
"27146","<=$50K",0,23,23,"Private","Bach","Married","Trades"
"27147",">$50K",0,40,37,"Private","Min","Widowed","Agricultural"
"27148","<=$50K",0,35,32,"Private","Bach","Married","Agricultural"
"27149",">$50K",0,68,40,"Private","Bach","Never Married","Specialist"
"27150",">$50K",0,40,41,"Private","High School","Never Married","Trades"
"27151","<=$50K",0,30,34,"Self-Emp","Min","Divorced","Specialist"
"27152","<=$50K",0,19,39,"Private","High School","Married","Agricultural"
"27153","<=$50K",0,26,66,"Private","Bach","Never Married","Agricultural"
"27154",">$50K",0,61,29,"Private","High School","Married","Admin"
"27155",">$50K",0,52,51,"Private","High School","Married","Trades"
"27156","<=$50K",0,37,31,"Private","Bach","Never Married","Management"
"27157",">$50K",0,38,34,"Private","Bach","Divorced","Agricultural"
"27158","<=$50K",0,2,84,"Govt","High School","Married","Specialist"
"27159",">$50K",1431,28,69,"Govt","High School","Married","Trades"
"27160",">$50K",0,36,56,"Private","High School","Divorced","Admin"
"27161",">$50K",0,33,66,"Private","High School","Married","Specialist"
"27162",">$50K",0,38,51,"Govt","Bach","Divorced","Management"
"27163",">$50K",0,59,55,"Private","High School","Never Married","Specialist"
"27164",">$50K",0,30,62,"Private","Min","Divorced","Specialist"
"27165","<=$50K",0,2,84,"Govt","High School","Never Married","Trades"
"27166","<=$50K",0,41,27,"Self-Emp","Bach","Never Married","Trades"
"27167",">$50K",0,72,63,"Private","Master","Never Married","Management"
"27168","<=$50K",0,11,77,"Private","Min","Divorced","Agricultural"
"27169","<=$50K",1498,15,72,"Private","Bach","Married","Admin"
"27170",">$50K",0,40,55,"Private","Bach","Never Married","Management"
"27171",">$50K",0,60,53,"Private","Bach","Never Married","Specialist"
"27172","<=$50K",984,36,24,"Self-Emp","Bach","Married","Trades"
"27173","<=$50K",0,6,81,"Private","High School","Divorced","Admin"
"27174",">$50K",0,43,39,"Private","Min","Married","Management"
"27175",">$50K",0,57,58,"Private","Bach","Married","Specialist"
"27176",">$50K",0,49,55,"Private","High School","Married","Specialist"
"27177",">$50K",0,28,54,"Private","Bach","Never Married","Trades"
"27178",">$50K",0,43,62,"Private","Bach","Married","Trades"
"27179",">$50K",0,57,48,"Private","Min","Married","Trades"
"27180",">$50K",1028,37,48,"Private","Bach","Married","Trades"
"27181",">$50K",0,69,34,"Private","High School","Married","Specialist"
"27182",">$50K",0,38,56,"Private","Master","Never Married","Management"
"27183","<=$50K",0,17,76,"Private","Bach","Married","Trades"
"27184","<=$50K",0,4,82,"Govt","Bach","Never Married","Trades"
"27185",">$50K",0,50,54,"Govt","Bach","Divorced","Trades"
"27186","<=$50K",0,5,82,"Private","High School","Married","Agricultural"
"27187",">$50K",0,55,32,"Private","High School","Divorced","Trades"
"27188",">$50K",0,74,55,"Private","Bach","Divorced","Specialist"
"27189","<=$50K",0,22,45,"Private","Bach","Never Married","Management"
"27190",">$50K",0,29,58,"Self-Emp","High School","Married","Agricultural"
"27191",">$50K",0,65,60,"Private","Master","Married","Agricultural"
"27192","<=$50K",0,1,83,"Private","Bach","Married","Management"
"27193",">$50K",1934,24,68,"Private","High School","Divorced","Trades"
"27194",">$50K",0,40,31,"Private","Bach","Never Married","Trades"
"27195","<=$50K",0,15,73,"Private","Min","Married","Trades"
"27196","<=$50K",0,32,24,"Private","Bach","Married","Agricultural"
"27197","<=$50K",0,29,26,"Self-Emp","Bach","Never Married","Admin"
"27198",">$50K",0,42,31,"Private","Bach","Never Married","Management"
"27199",">$50K",1714,38,72,"Private","Min","Married","Management"
"27200",">$50K",0,41,43,"Private","Min","Never Married","Specialist"
"27201","<=$50K",0,9,53,"Private","Bach","Married","Admin"
"27202","<=$50K",0,47,19,"Govt","Bach","Married","Agricultural"
"27203",">$50K",0,49,58,"Private","Bach","Never Married","Trades"
"27204",">$50K",0,30,52,"Private","Min","Married","Agricultural"
"27205","<=$50K",0,20,72,"Private","Min","Married","Management"
"27206",">$50K",0,37,68,"Govt","High School","Married","Specialist"
"27207",">$50K",0,39,34,"Govt","High School","Married","Management"
"27208",">$50K",0,52,57,"Private","Master","Married","Management"
"27209",">$50K",0,40,52,"Private","Bach","Divorced","Specialist"
"27210",">$50K",0,57,40,"Private","High School","Married","Agricultural"
"27211",">$50K",0,32,48,"Private","Bach","Divorced","Specialist"
"27212",">$50K",0,48,40,"Private","High School","Never Married","Admin"
"27213",">$50K",0,59,33,"Private","Min","Married","Management"
"27214",">$50K",0,29,47,"Private","Master","Married","Admin"
"27215","<=$50K",0,5,82,"Private","Master","Never Married","Trades"
"27216",">$50K",0,35,44,"Private","Bach","Never Married","Agricultural"
"27217",">$50K",0,33,65,"Private","High School","Married","Agricultural"
"27218","<=$50K",0,28,40,"Private","Min","Divorced","Agricultural"
"27219",">$50K",0,31,39,"Private","High School","Divorced","Management"
"27220",">$50K",0,35,46,"Private","Bach","Widowed","Management"
"27221",">$50K",1847,34,56,"Private","Bach","Never Married","Management"
"27222",">$50K",0,48,40,"Private","Bach","Married","Trades"
"27223","<=$50K",0,22,20,"Private","Min","Never Married","Admin"
"27224","<=$50K",0,9,77,"Private","Bach","Married","Trades"
"27225",">$50K",0,69,27,"Private","High School","Married","Specialist"
"27226","<=$50K",0,22,67,"Govt","Min","Married","Management"
"27227","<=$50K",0,31,24,"Self-Emp","High School","Divorced","Specialist"
"27228",">$50K",0,49,41,"Private","Bach","Married","Admin"
"27229","<=$50K",0,5,80,"Private","Min","Never Married","Agricultural"
"27230",">$50K",0,38,52,"Private","Master","Married","Management"
"27231","<=$50K",0,26,43,"Private","Bach","Never Married","Admin"
"27232",">$50K",3141,72,18,"Private","Min","Divorced","Trades"
"27233","<=$50K",0,25,65,"Private","Bach","Widowed","Specialist"
"27234",">$50K",2101,36,37,"Private","High School","Married","Agricultural"
"27235","<=$50K",0,17,76,"Private","Bach","Married","Management"
"27236","<=$50K",1746,15,76,"Private","Bach","Divorced","Management"
"27237","<=$50K",0,17,75,"Private","Min","Married","Agricultural"
"27238","<=$50K",0,10,77,"Private","Bach","Married","Admin"
"27239","<=$50K",0,32,33,"Private","Bach","Married","Admin"
"27240",">$50K",0,46,41,"Govt","Master","Married","Agricultural"
"27241","<=$50K",0,20,77,"Private","Bach","Married","Admin"
